cpu_percent,memory_percent,latency,bandwidth_out,bandwidth_in,packet_loss,crc_errors,anomaly,anomaly_label
22.6,89.2,26.715181012286852,0.00019,0.00019,0.299580206997308,0,1,Normal
16.3,89.0,14.092036205765702,0.000199,0.000202,0.2698011454682331,0,1,Normal
15.8,89.2,26.362547050790745,5.8e-05,5.8e-05,0.3190428283849038,1,1,Normal
15.5,89.2,23.72128860278475,0.010758,0.000831,0.4428239129855613,0,1,Normal
16.8,89.2,26.86837183934053,0.016999,0.008185,0.1758125957841324,2,1,Normal
15.3,89.0,21.95759378946665,0.000541,0.007768,0.2744126834470162,2,1,Normal
13.7,89.0,19.05599373353366,5.8e-05,5.8e-05,0.2654764686963758,0,1,Normal
11.5,89.1,20.14635429996451,5.8e-05,5.8e-05,0.2798437534440738,2,1,Normal
21.5,89.3,23.63854248546828,5.8e-05,5.8e-05,0.3712655590295393,1,1,Normal
27.9,89.3,20.135494387617445,0.00022,0.000108,0.4797740499532801,1,1,Normal
20.7,89.4,22.896172940741003,0.005059,0.000397,0.2619856611921813,2,1,Normal
20.6,89.1,25.74454487281021,0.004708,0.014611,0.1091985845731152,2,1,Normal
18.4,89.2,27.68635940136109,5.8e-05,5.8e-05,0.5101156479615061,0,1,Normal
16.5,89.2,20.97073165502143,5.8e-05,5.8e-05,0.2996848594411045,0,1,Normal
17.4,89.1,22.025844583562467,0.003264,0.000265,0.215564965075821,1,1,Normal
16.9,89.2,31.244464807343796,0.00039,0.000171,0.4944816055162679,1,1,Normal
14.2,89.0,23.176178199877057,0.00027,0.000112,0.4299628241958504,0,1,Normal
13.5,89.0,21.413975231813275,0.00027,5.8e-05,0.1644513918397598,1,1,Normal
15.8,89.2,23.40476620023684,0.000378,5.8e-05,0.2964274989806414,1,1,Normal
10.8,89.3,20.068486987747924,0.000112,0.000166,0.2176593048308738,0,1,Normal
19.5,90.0,24.307979675355465,5.8e-05,5.8e-05,0.3020649404209674,0,1,Normal
20.4,90.0,29.47958430007549,5.8e-05,5.8e-05,0.0877012465990786,2,1,Normal
19.8,90.0,21.785754311941755,5.8e-05,5.8e-05,0.2746559116141975,2,1,Normal
8.8,89.7,27.343381960062995,0.018733,0.001268,0.3103701697420565,2,1,Normal
13.9,89.7,22.734285730986784,0.009562,0.00724,0.3331142419444738,1,1,Normal
17.5,90.0,15.452167086233862,0.000541,0.007822,0.3578377348459125,2,1,Normal
13.6,90.0,26.801188879633468,5.8e-05,5.8e-05,0.3619608462183279,1,1,Normal
14.5,90.0,15.676383828064887,0.000264,0.000388,0.4215176348941108,2,1,Normal
5.6,89.9,28.445263557573742,0.002476,0.001593,0.4333916713482646,2,1,Normal
12.4,89.9,17.380671711457396,5.8e-05,0.000136,0.3270127098699448,0,1,Normal
12.9,89.9,25.253239070757857,5.8e-05,5.8e-05,0.4757294063526043,0,1,Normal
13.5,89.9,27.17149002511559,5.8e-05,5.8e-05,0.3241544593671013,2,1,Normal
15.0,90.0,28.604487089354464,0.000144,0.000214,0.3132585082337181,1,1,Normal
7.1,90.0,24.7416397585514,0.000144,0.000144,0.5154549556424408,0,1,Normal
34.8,84.2,26.135225645029625,0.009562,0.00724,0.4403556958304975,0,-1,Anomaly
15.9,83.6,26.42022514471339,0.000541,0.007768,0.2646020789936379,0,1,Normal
15.5,83.5,19.155129244427,5.8e-05,5.8e-05,0.3811735410428886,0,1,Normal
12.4,83.5,29.71584077680967,5.8e-05,5.8e-05,0.4045863581664394,0,1,Normal
8.8,83.5,18.29963609129117,5.8e-05,5.8e-05,0.438049536832034,0,1,Normal
9.7,83.6,29.927114913853654,5.8e-05,5.8e-05,0.2170267162004918,0,1,Normal
13.6,83.7,29.626504257855668,5.8e-05,5.8e-05,0.3723043535561967,0,1,Normal
13.7,83.6,31.06465897166724,5.8e-05,5.8e-05,0.2101937803690866,0,1,Normal
21.0,83.7,24.36723815309461,5.8e-05,5.8e-05,0.3698427208480193,1,1,Normal
10.1,83.8,31.626822198266,5.8e-05,5.8e-05,0.2586810487160418,2,1,Normal
31.1,83.8,20.179244981498588,0.005349,0.000851,0.2252509401151405,0,1,Normal
38.3,84.2,26.532709954955063,0.003353,0.013616,0.2225376315826928,2,-1,Anomaly
46.8,83.5,12.315324316688113,0.00412,0.002644,0.3914990446531401,1,-1,Anomaly
14.1,83.4,17.666861998813204,0.000178,0.000418,0.4127787929701024,1,1,Normal
13.6,83.6,24.17612520600084,0.006438,0.006969,0.3726802612332781,0,1,Normal
11.6,83.4,24.3709590559742,0.000144,0.000136,0.2911455887595363,2,1,Normal
13.8,83.5,23.898721383658035,5.8e-05,5.8e-05,0.3957871705206273,2,1,Normal
22.2,83.5,19.97063536925297,5.8e-05,5.8e-05,0.4955045896667621,0,1,Normal
16.7,83.4,24.760225652401544,0.000144,0.000144,0.2564656443224343,0,1,Normal
26.9,83.6,25.733788018369527,0.046264,0.019211,0.2143327662342483,0,-1,Anomaly
19.2,83.7,35.37685717702347,0.014722,0.050278,0.251851278225269,2,-1,Anomaly
29.1,84.2,14.51328322413165,0.002009,0.001447,0.2459722988335328,2,1,Normal
24.6,84.2,19.90385077496107,0.031238,0.006987,0.0875240080528642,2,-1,Anomaly
19.7,84.2,28.144680988466742,0.00023,0.000222,0.2991830432048947,1,1,Normal
18.9,84.1,22.272705159195105,0.001924,0.001161,0.1532254739358987,1,1,Normal
19.2,84.1,23.75468172413793,0.000113,0.000124,0.1501781049950436,2,1,Normal
13.4,84.2,37.21563168128489,5.8e-05,5.8e-05,0.329174902567087,2,1,Normal
13.5,84.3,30.39683862628294,5.8e-05,0.0002,0.211711841287827,2,1,Normal
21.6,84.1,25.548072371472117,5.8e-05,5.8e-05,0.2143981628946064,0,1,Normal
11.3,84.1,22.847790249198948,0.009435,0.000373,0.3302212131906278,2,1,Normal
21.2,84.1,18.583847089518017,0.000112,0.000319,0.4724002810697403,0,1,Normal
10.3,84.1,28.734107729783844,5.8e-05,5.8e-05,0.1349899315885533,2,1,Normal
14.4,84.2,36.35452889295773,5.8e-05,5.8e-05,0.2261348842597518,0,1,Normal
16.8,84.2,21.16422508111813,5.8e-05,5.8e-05,0.3602502849731505,2,1,Normal
14.6,84.1,30.99333852678639,5.8e-05,5.8e-05,0.3796638043422912,1,1,Normal
16.9,84.1,35.74841106630798,5.8e-05,5.8e-05,0.3869818519265529,0,1,Normal
8.5,84.2,24.70829553455809,5.8e-05,5.8e-05,0.3271422512531446,0,1,Normal
20.2,84.3,31.59190226660829,5.8e-05,5.8e-05,0.2188804967695453,0,1,Normal
16.6,84.3,30.05006795026142,5.8e-05,5.8e-05,0.3597362188991262,0,1,Normal
14.9,84.3,35.98483388771075,0.000206,0.000402,0.2361439962046068,0,1,Normal
15.3,84.6,19.390839231428057,0.003242,0.000564,0.214057553576242,2,1,Normal
4.1,84.3,33.14971467476168,0.00036,0.000688,0.4809922841801708,0,1,Normal
12.6,84.3,17.688161689479227,0.005116,0.006727,0.191775134772186,2,1,Normal
13.6,84.3,22.060825885574214,0.000384,0.001062,0.3350615325953032,0,1,Normal
14.3,84.3,27.161266466670856,0.000144,0.000144,0.2332345570189261,2,1,Normal
17.5,84.1,29.36667634444801,0.000113,0.000124,0.3367457317328498,2,1,Normal
6.5,84.2,19.561422399298166,5.8e-05,5.8e-05,0.3182151882973297,2,1,Normal
17.0,84.1,26.70594601005633,5.8e-05,0.0,0.2726229603886054,1,1,Normal
12.8,84.0,19.99810047698581,0.000144,0.000136,0.3348535168067879,1,1,Normal
16.6,83.9,18.75407809358296,8.6e-05,0.000144,0.3684032302946081,1,1,Normal
13.1,83.9,18.025759259939612,0.011995,0.001358,0.0283596068341009,2,-1,Anomaly
5.5,83.9,27.870571400999022,0.018717,0.001603,0.4019997867795202,0,1,Normal
12.2,83.9,31.745730613849187,5.8e-05,5.8e-05,0.1329800930332969,1,1,Normal
13.2,84.1,22.86739508830589,5.8e-05,5.8e-05,0.3752100454425939,2,1,Normal
13.2,83.9,22.399793868295056,5.8e-05,5.8e-05,0.1544777634542059,1,1,Normal
12.5,83.9,30.739563525391155,5.8e-05,5.8e-05,0.3061276907587685,2,1,Normal
5.3,83.8,22.67247795801568,5.8e-05,5.8e-05,0.2765722683878809,2,1,Normal
12.9,83.7,24.893601051813636,5.8e-05,5.8e-05,0.3159991684342937,2,1,Normal
17.8,83.9,19.32101236149249,5.8e-05,5.8e-05,0.369519643662388,2,1,Normal
15.5,83.9,18.395748907041188,5.8e-05,5.8e-05,0.1784690313235082,2,1,Normal
